"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2", "Image 3", "Image 4", "Image 5", "Image 6", "Image 7", "Image 8", "Image 9", "Image 10", "Image 11", "Image 12", "Image 13", "Image 14", "Image 15", "Image 16", "Image 17", "Image 18", "Image 19" 
"o:vase.738"," Karastoyanov, Bozhidar Dimitrov "," The Monastery of Saint Ivan of Rila ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1956 "," 340; 770; 780; 790; 850; 860 ","  "," 1 "," vase.738-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.739"," Karastoyanov, Bozhidar Dimitrov "," King Boris III ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," 1943 "," 290; 300; 551; 550; 554; 640; 700; 890 ","  "," 1 "," vase.739-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.74"," Karastoyanov, Ivan Anastasov "," Portrait of Yanko Draganov ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," 1894 "," 551; 550; 560; 704; 700; 714; 710; 720 ","  "," 2 "," vase.74-IMAGE.1.jpg "," vase.74-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.740"," Karastoyanov, Bozhidar Dimitrov "," King Boris III on a walking tour in the mountains ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1943 "," 290; 300; 461; 460; 551; 550; 554; 640; 820; 890 ","  "," 1 "," vase.740-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.741"," Karastoyanov, Bozhidar Dimitrov "," Aerial photograph of a mountain, taken from a plane ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1944 "," 215; 210; 506; 500; 507; 820 ","  "," 1 "," vase.741-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.742"," Karastoyanov, Bozhidar Dimitrov "," Sofia Zoological Gardens ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1925 "," "," 230; 344; 340; 345; 659; 650; 820 ","  "," 1 "," vase.742-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.743"," Karastoyanov, Bozhidar Dimitrov "," Portrait of Bozhanka Karastoyanova ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1920 "," "," 215; 210; 290; 300; 551; 550; 554; 590 ","  "," 1 "," vase.743-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.744"," Karastoyanov, Bozhidar Dimitrov "," King Boris III on a train ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," 1943 "," 290; 300; 461; 460; 496; 490; 497; 551; 550; 554; 640; 648 ","  "," 1 "," vase.744-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.745"," Karastoyanov, Bozhidar Dimitrov "," King Boris III at a military manoeuvre ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," 1943 "," 290; 300; 551; 550; 554; 590; 640; 700; 890 ","  "," 1 "," vase.745-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.746"," Karastoyanov, Bozhidar Dimitrov "," King Boris III ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," 1943 "," 290; 300; 461; 460; 551; 550; 554; 640; 700 ","  "," 1 "," vase.746-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.747"," Karastoyanov, Bozhidar Dimitrov "," King Boris III with his children Maria Louise and Simeon ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1940 "," 1943 "," 290; 300; 369; 360; 461; 460; 590; 551; 550; 554; 640; 850; 820; 860; 890 ","  "," 1 "," vase.747-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.748"," Karastoyanov, Bozhidar Dimitrov "," Portrait of Rayna Karastoyanova ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1945 "," 1950 "," 215; 210; 290; 551; 550; 554; 580; 880; 890 ","  "," 1 "," vase.748-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.749"," Karastoyanov, Bozhidar Dimitrov "," Threshing ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1956 "," 231; 230; 240; 290; 311; 310; 407; 400 ","  "," 1 "," vase.749-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.75"," Karastoyanov, Ivan Anastasov "," Studio portrait of Yanko Draganov ","Photograph","Promenade","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," 1900 "," 551; 550; 560; 704; 700; 714; 710; 720 ","  "," 2 "," vase.75-IMAGE.1.jpg "," vase.75-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.750"," Karastoyanov, Bozhidar Dimitrov "," Bozhidar Karastoyanov taking pictures of animals ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," 1956 "," 215; 210; 290; 410; 551; 550; 554; 820 ","  "," 1 "," vase.750-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.751"," Karastoyanov, Bozhidar Dimitrov "," Portrait of Rayna Baldzhieva-Karastoyanova ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1940 "," "," 215; 210; 290; 551; 550; 554; 590; 880; 890 ","  "," 1 "," vase.751-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.752"," Karastoyanov, Bozhidar Dimitrov "," Portrait of Bozhanka and Rayna Karastoyanova ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1940 "," "," 215; 210; 290; 461; 460; 480; 493; 490; 551; 550; 554; 590; 880 ","  "," 1 "," vase.752-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.753"," Karastoyanov, Bozhidar Dimitrov "," The Monastery of Saint Ivan of Rila ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1956 "," 340; 770; 780; 790; 850; 860 ","  "," 1 "," vase.753-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.754"," Karastoyanov, Bozhidar Dimitrov "," Bozhidar Karastoyanov, Konstantin Shtarkelov, and a friend in Thessaloniki ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1941 "," 1942 "," 215; 210; 290; 410; 551; 550; 554; 714; 710; 5311; 530 ","  "," 1 "," vase.754-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.755"," Karastoyanov, Dimitar Anastasov "," Studio portrait of three young women in urban clothes ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1896 "," "," "," 215; 210; 290; 551; 550; 554; 590; 658; 650; 870; 880; 890 ","  "," 1 "," vase.755-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.756"," Karastoyanov, Dimitar Anastasov or  Karastoyanova, Rayna Baldzhieva "," Studio portrait of Dimitar Karastoyanov ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1890 "," "," "," 215; 210; 290; 551; 550 ","  "," 1 "," vase.756-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.757"," Karastoyanov, Dimitar Anastasov or  Karastoyanova, Rayna Baldzhieva "," Dimitar Karastoyanov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1919 "," 215; 210; 290; 551; 550; 890 ","  "," 1 "," vase.757-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.758"," Karastoyanov, Bozhidar Dimitrov "," Flax crop ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1945 "," 1955 "," 240; 290; 311; 310 ","  "," 1 "," vase.758-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.759"," Karastoyanov, Bozhidar Dimitrov "," Paisius of Hilendar's room at Hilandar Monastery ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1941 "," 1942 "," 346; 340; 778; 770; 780; 790; 810; 890; 5310; 530 ","  "," 1 "," vase.759-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.76"," Karastoyanov, Dimitar Anastasov "," Yanko Draganov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1900 "," 551; 550; 560; 704; 700; 714; 710; 720 ","  "," 2 "," vase.76-IMAGE.1.jpg "," vase.76-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.760"," Karastoyanov, Bozhidar Dimitrov "," Self-portrait of Bozhidar Karastoyanov ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1930 "," 1956 "," 215; 210; 290; 410; 551; 550; 554 ","  "," 1 "," vase.760-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.761"," Karastoyanov, Bozhidar Dimitrov "," Portrait of Rayna Karastoyanova ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1940 "," 1956 "," 215; 210; 244; 240; 290; 551; 550; 554; 580; 880; 890 ","  "," 1 "," vase.761-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.762"," Karastoyanov, Bozhidar Dimitrov "," A woman in folk attire ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," 1956 "," 240; 290; 300; 407; 400 ","  "," 1 "," vase.762-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.763"," Karastoyanov, Bozhidar Dimitrov "," Two women in a room of a peasant's house ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," 1956 "," 290; 356; 350; 362; 360; 369; 462; 460; 778; 770; 890 ","  "," 1 "," vase.763-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.764"," Karastoyanov, Bozhidar Dimitrov "," A deer in a winter landscape ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," 1956 "," 230; 820 ","  "," 1 "," vase.764-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.765"," Karastoyanov, Dimitar Anastasov "," Studio portrait of Bozhidar Karastoyanov as a child ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1905 "," 1908 "," 215; 210; 290; 410; 551; 550; 554; 850 ","  "," 1 "," vase.765-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.766"," Karastoyanov, Bozhidar Dimitrov "," Exhibition of works by Konstantin (Kocho) Shtarkelov ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1937 "," "," "," 215; 210; 290; 300; 551; 550; 554; 5311; 530 ","  "," 1 "," vase.766-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.767"," Karastoyanov, Bozhidar Dimitrov "," The Belogradchik Rocks ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," 1956 "," 343; 340; 820 ","  "," 1 "," vase.767-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.768"," Karastoyanova, Bilyana Braykova "," Portrait of Yasmin ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 2011 "," "," "," 215; 210; 290 ","  "," 1 "," vase.768-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.769"," Karastoyanova, Bilyana Braykova "," Double portrait of Yasmin ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 2011 "," "," "," 215; 210; 290 ","  "," 1 "," vase.769-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.77"," Karastoyanov, Dimitar Anastasov "," Studio portrait of Yanko Draganov ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1910 "," 551; 550; 560; 704; 700; 714; 710; 720 ","  "," 2 "," vase.77-IMAGE.1.jpg "," vase.77-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.770"," Karastoyanova, Bilyana Braykova "," Firefighters at work ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 2007 "," "," "," 372; 370; 360; 342; 340; 403; 400; 414; 410; 462; 460 ","  "," 1 "," vase.770-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.771"," Karastoyanova, Bilyana Braykova "," Firefighter on a roof ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 2007 "," "," "," 342; 340; 362; 360; 372; 370; 403; 400; 414; 410; 462; 460 ","  "," 1 "," vase.771-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.772"," Karastoyanova, Bilyana Braykova "," A Trabant on a road ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 2007 "," "," "," 363; 360; 493; 490; 511; 510 ","  "," 1 "," vase.772-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.773"," Karastoyanov, Dimitar Anastasov "," Wedding table ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 290; 342; 340; 360; 533; 530; 580; 590; 890 ","  "," 1 "," vase.773-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.774"," Karastoyanov, Dimitar Anastasov "," An extended family photograph ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 290; 342; 340; 360; 533; 530; 560; 580; 590; 610; 850; 860; 880; 890 ","  "," 1 "," vase.774-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.775"," Karastoyanov, Dimitar Anastasov "," The Assumption of the Blessed Virgin Mary into Heaven church in Gabrovo ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 346; 340; 363; 360; 369 ","  "," 1 "," vase.775-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.776"," Karastoyanov, Dimitar Anastasov "," Rural wedding photograph ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 292; 290; 342; 340; 360; 580; 590; 890 ","  "," 1 "," vase.776-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.777"," Karastoyanov, Dimitar Anastasov "," Portrait of the family of Toplesh's priеst ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 290; 342; 340; 360; 533; 530; 560; 580; 590; 610; 850; 860; 880; 890 ","  "," 1 "," vase.777-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.778"," Karastoyanov, Dimitar Anastasov "," A traditional ring dance called Horo ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 290; 360; 461; 460; 535; 530; 880; 890 ","  "," 1 "," vase.778-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.779"," Karastoyanov, Dimitar Anastasov "," A wedding ritual ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 290; 300; 342; 340; 360; 533; 530; 580; 590; 890 ","  "," 1 "," vase.779-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.78"," Karastoyanov, Ivan Anastasov "," Studio portrait of Yanko Draganov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1922 "," 551; 550; 560; 704; 700; 714; 710; 720 ","  "," 2 "," vase.78-IMAGE.1.jpg "," vase.78-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.780"," Karastoyanov, Ivan Anastasov "," Young women in folk attire around a fountain ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1894 "," 290; 271; 270; 340; 461; 460; 462 ","  "," 1 "," vase.780-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.781"," Karastoyanov, Ivan Anastasov "," Orphanage in Kalofer ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1922 "," 290; 340; 360; 740; 780; 793; 790; 850 ","  "," 1 "," vase.781-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.782"," Karastoyanov, Ivan Anastasov "," The church Saint Demetrius ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 346; 340 ","  "," 1 "," vase.782-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.783"," Karastoyanov, Ivan Anastasov "," Men and women dancing the traditional ring dance called Horo ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 290; 362; 360; 369; 461; 460; 535; 530; 880; 890 ","  "," 1 "," vase.783-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.784"," Karastoyanov, Ivan Anastasov "," Bridge over Maritsa river ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," 1922 "," 491; 490; 341; 340; 360 ","  "," 1 "," vase.784-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.785"," Karastoyanov, Ivan Anastasov "," Old Turkish bridge ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 491; 490 ","  "," 1 "," vase.785-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.786"," Karastoyanov, Ivan Anastasov "," The Assumption of the Blessed Virgin Mary into Heaven church in Tatar Pazardzhik ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," 1922 "," 346; 340 ","  "," 1 "," vase.786-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.787"," Karastoyanov, Ivan Anastasov "," The Saint Georgius church ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 346; 340; 669; 660; 659; 650 ","  "," 1 "," vase.787-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.788"," Karastoyanov, Dimitar Anastasov "," The Konak bridge in Gabrovo ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 491; 490; 341; 340; 360 ","  "," 1 "," vase.788-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.789"," Karastoyanov, Dimitar Anastasov "," A wedding rite ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 290; 300; 342; 340; 350; 360; 533; 530; 580; 590; 890 ","  "," 1 "," vase.789-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.79"," Karastoyanov, Ivan Anastasov "," Studio portrait of Yanko Draganov ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1912 "," "," 551; 550; 560; 704; 700; 714; 710; 720 ","  "," 2 "," vase.79-IMAGE.1.jpg "," vase.79-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.790"," Karastoyanov, Dimitar Anastasov "," Open market in Gabrovo ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 290; 340; 360; 432; 430; 438; 460; 648; 640; 770; 780 ","  "," 1 "," vase.790-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.791"," Karastoyanov, Dimitar Anastasov "," Gabrovo town ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 340; 360 ","  "," 1 "," vase.791-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.792"," Karastoyanov, Dimitar Anastasov "," Gabrovo town ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 340; 360 ","  "," 1 "," vase.792-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.793"," Karastoyanov, Dimitar Anastasov "," Gabrovo town ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 340; 360 ","  "," 1 "," vase.793-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.794"," Karastoyanov, Dimitar Anastasov "," The clock tower street and the Tsanko Dyustabanov house ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 340; 360; 290 ","  "," 1 "," vase.794-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.795"," Karastoyanov, Dimitar Anastasov "," Wedding rite with cock ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 231; 230; 290; 300; 342; 340; 360; 533; 530; 580; 590; 890 ","  "," 1 "," vase.795-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.796"," Karastoyanov, Dimitar Anastasov "," Wedding table ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 290; 300; 342; 340; 360; 533; 530; 580; 590; 890 ","  "," 1 "," vase.796-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.797"," Karastoyanov, Dimitar Anastasov "," Toplesh village ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 311; 310; 340; 360 ","  "," 1 "," vase.797-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.798"," Karastoyanov, Dimitar Anastasov "," Joinery for wooden bowl ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 310; 322; 320; 369; 360 ","  "," 1 "," vase.798-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.799"," Karastoyanov, Dimitar Anastasov "," The Shipka bridge (now Shivarov bridge) ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 491; 490; 341; 340 ","  "," 1 "," vase.799-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.8"," Karastoyanov, Dimitar Anastasov "," Studio portrait of the Hadzhikalchov family ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1900 "," 560; 570; 590; 600; 602; 603; 850; 880; 890 ","  "," 2 "," vase.8-IMAGE.1.jpg "," vase.8-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
