"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2", "Image 3", "Image 4", "Image 5", "Image 6", "Image 7", "Image 8", "Image 9", "Image 10", "Image 11", "Image 12", "Image 13", "Image 14", "Image 15", "Image 16", "Image 17", "Image 18", "Image 19" 
"o:vase.1"," Karastoyanov, Dimitar Anastasov "," Rest before the battle. ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1912 "," 1913 "," 410; 560; 570; 700; 710; 720 ","  "," 2 "," vase.1-IMAGE.1.jpg "," vase.1-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1001"," Jovanović, Anastas "," Studio portrait of Katarina Hadži Popović ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," 1862 "," "," "," 186; 180; 215; 210; 292; 290; 300; 551; 550; 554; 560; 593; 590; 885; 880; 890 ","  "," 2 "," vase.1001-IMAGE.1.jpg "," vase.1001-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1002"," Jovanović, Anastas "," Young woman in town attire ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1860 "," 1890 "," 290; 300; 560; 885; 880; 890 ","  "," 1 "," vase.1002-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1003"," Jovanović, Anastas "," Studio portrait of Princess Julija Obrenović ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1855 "," 1860 "," 290; 300; 551; 550; 554; 560; 640; 890 ","  "," 1 "," vase.1003-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1004"," Jovanović, Anastas "," Studio portrait of Marija Jovanović ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1860 "," 215; 210; 290; 438; 430; 551; 550; 554; 560; 590; 888; 880 ","  "," 1 "," vase.1004-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1005"," Jovanović, Anastas "," Princess Julija Obrenović ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1855 "," 1860 "," 290; 300; 551; 550; 554; 560; 640; 890 ","  "," 1 "," vase.1005-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1006"," Jovanović, Anastas "," Head shot of woman with elegant headgear ","Photograph","Mignon/ Pokorny","Creative Commons [CC BY-NC-ND 3.0]"," "," 1882 "," 1910 "," 300; 560; 885; 880; 890 ","  "," 1 "," vase.1006-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1007"," Stojanović/Karastoyanov, Anastas Nikolov "," Young woman in town attire and 'libade' ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1880 "," 186; 180; 292; 290; 300; 554; 550; 560; 885; 880; 890 ","  "," 2 "," vase.1007-IMAGE.1.jpg "," vase.1007-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1008"," Stojanović/Karastoyanov, Anastas Nikolov "," Studio portrait of a woman in dark elegant dress ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1880 "," 290; 300; 554; 550; 560; 562; 880; 890 ","  "," 2 "," vase.1008-IMAGE.1.jpg "," vase.1008-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1009"," Stojanović/Karastoyanov, Anastas Nikolov "," Studio portrait of a man and two children ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1860 "," 1870 "," 290; 300; 554; 550; 560; 570; 590; 850; 890 ","  "," 1 "," vase.1009-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.101"," Karastoyanov, Ivan Anastasov "," Studio portrait of the Boyadzhiev family ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1910 "," 1915 "," 156; 150; 290; 551; 550; 560; 565; 590; 600; 700; 714; 710 ","  "," 2 "," vase.101-IMAGE.1.jpg "," vase.101-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1010"," Stojanović/Karastoyanov, Anastas Nikolov "," Portrait of a couple ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1870 "," "," 292; 290; 300; 411; 410; 463; 460; 554; 550; 560; 570; 580; 590; 640; 714; 710; 860; 890 ","  "," 2 "," vase.1010-IMAGE.1.jpg "," vase.1010-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1011"," Stojanović/Karastoyanov, Anastas Nikolov "," Portrait of a moustached man holding a walking cane ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1870 "," "," 290; 300; 560; 890 ","  "," 2 "," vase.1011-IMAGE.1.jpg "," vase.1011-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1012"," Stojanović/Karastoyanov, Anastas Nikolov "," Mihailo Obrenović III, Prince of Serbia ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1865 "," "," 292; 290; 300; 550; 551; 560; 640; 660 ","  "," 2 "," vase.1012-IMAGE.1.jpg "," vase.1012-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1013"," Stojanović/Karastoyanov, Anastas Nikolov "," Upper body shot of Todor Popović ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," 1878.08.14 "," "," "," 215; 210; 290; 551; 550; 570; 858; 850 ","  "," 2 "," vase.1013-IMAGE.1.jpg "," vase.1013-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1014"," Stojanović/Karastoyanov, Anastas Nikolov "," Elderly woman holding a child ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1880 "," 186; 180; 292; 290; 560; 570; 590; 850; 888; 880; 890 ","  "," 1 "," vase.1014-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1015"," Stojanović/Karastoyanov, Anastas Nikolov "," Studio portrait of a woman in a dark dress ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1880 "," 290; 300; 560 ","  "," 2 "," vase.1015-IMAGE.1.jpg "," vase.1015-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1016"," Stojanović/Karastoyanov, Anastas Nikolov "," Group portrait of four children ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1880 "," 290; 590; 850; 870; 890 ","  "," 2 "," vase.1016-IMAGE.1.jpg "," vase.1016-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1017"," Stojanović/Karastoyanov, Anastas Nikolov "," Boy in town attire ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1880 "," 290; 870; 880 ","  "," 1 "," vase.1017-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1018"," Stojanović/Karastoyanov, Anastas Nikolov "," Cadet Lazar Pavlović ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1880 "," 292; 290; 551; 550; 560; 600; 702; 700; 877; 870; 890 ","  "," 2 "," vase.1018-IMAGE.1.jpg "," vase.1018-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1019"," Stojanović/Karastoyanov, Anastas Nikolov "," Studio portrait of a young man ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1880 "," 290; 870; 882; 880; 890 ","  "," 1 "," vase.1019-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.102"," Karastoyanov, Dimitar Anastasov "," Funeral service for Lieutenant Nikola Boyadzhiev ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1915.02 "," "," "," 292; 290; 560; 640; 682; 680; 760; 700; 714; 710 ","  "," 2 "," vase.102-IMAGE.1.jpg "," vase.102-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1020"," Stojanović/Karastoyanov, Anastas Nikolov "," Group portrait of two men and a boy ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1865 "," "," 186; 180; 292; 290; 300; 560; 570; 600; 870; 880; 890 ","  "," 2 "," vase.1020-IMAGE.1.jpg "," vase.1020-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1021"," Stojanović/Karastoyanov, Anastas Nikolov "," Portrait of a man dressed in folk attire ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1860 "," "," 186; 180; 292; 290; 300; 411; 410; 560; 890 ","  "," 2 "," vase.1021-IMAGE.1.jpg "," vase.1021-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1022"," Stojanović/Karastoyanov, Anastas Nikolov "," Anastas Jovanović, photographer ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1865 "," "," 215; 210; 290; 438; 430; 462; 460; 551; 550; 554; 560; 890 ","  "," 2 "," vase.1022-IMAGE.1.jpg "," vase.1022-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1023"," Stojanović/Karastoyanov, Anastas Nikolov "," Konstantin A. Jovanović, architect ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1865 "," "," 215; 210; 290; 341; 340; 551; 550; 554; 560; 882; 880; 890 ","  "," 2 "," vase.1023-IMAGE.1.jpg "," vase.1023-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1024"," Stojanović/Karastoyanov, Anastas Nikolov "," Konstantin A. Jovanović, architect ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1975 "," "," 215; 210; 290; 300; 341; 340; 551; 550; 560; 882; 880; 870; 890 ","  "," 2 "," vase.1024-IMAGE.1.jpg "," vase.1024-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1025"," Stojanović/Karastoyanov, Anastas Nikolov "," Konstantin A. Jovanović, architect ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1965 "," "," 215; 210; 290; 300; 341; 340; 551; 550; 554; 560; 890 ","  "," 2 "," vase.1025-IMAGE.1.jpg "," vase.1025-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1026"," Stojanović/Karastoyanov, Anastas Nikolov "," Princess Julija Obrenović ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1860 "," "," 292; 290; 300; 551; 550; 554; 560; 640 ","  "," 2 "," vase.1026-IMAGE.1.jpg "," vase.1026-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1027"," Stojanović/Karastoyanov, Anastas Nikolov "," Anastas Jovanović, photographer ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1860 "," 1865 "," 215; 210; 290; 300; 438; 430; 462; 460; 551; 550; 554; 560; 890 ","  "," 1 "," vase.1027-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1028"," Stojanović/Karastoyanov, Anastas Nikolov "," Ilija Garašanin, politician and statesman ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1860 "," 1865 "," 208; 200; 290; 300; 462; 460; 551; 550; 554; 560; 629; 620; 640; 650; 660; 665 ","  "," 2 "," vase.1028-IMAGE.1.jpg "," vase.1028-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1029"," Stojanović/Karastoyanov, Anastas Nikolov "," Anastas Jovanović, photographer ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1860 "," "," 215; 210; 290; 438; 430; 554; 550; 560 ","  "," 1 "," vase.1029-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.103"," Karastoyanov, Ivan Anastasov "," Studio portrait of Konstantin Stoilov's children ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1893.12.25 "," 290; 551; 550; 560; 640; 690; 850; 890 ","  "," 2 "," vase.103-IMAGE.1.jpg "," vase.103-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1030"," Stojanović/Karastoyanov, Anastas Nikolov "," Young lady in a dark dress ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1870 "," 1875 "," 290; 300; 560; 890 ","  "," 2 "," vase.1030-IMAGE.1.jpg "," vase.1030-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1031"," Stojanović/Karastoyanov, Anastas Nikolov "," General Ranko Alimpić ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1875 "," "," 292; 290; 462; 460; 551; 550; 554; 560; 650; 660; 700; 890 ","  "," 2 "," vase.1031-IMAGE.1.jpg "," vase.1031-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1032"," Karastoyanov, Ivan Anastasov "," Prince Alexandr Mikhailovich Dondukov-Korsakov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1880 "," 1890 "," 292; 290; 300; 411; 410; 551; 550; 554; 560; 630; 660; 701; 700; 714; 710; 890 ","  "," 2 "," vase.1032-IMAGE.1.jpg "," vase.1032-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1033"," Stojanović/Karastoyanov, Anastas Nikolov or  Karastoyanov, Ivan Anastasov or  Karastoyanov, Dimitar Anastasov "," Alexander Joseph, Prince of Bulgaria ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1880 "," 292; 290; 300; 554; 550; 560; 640; 650; 660; 714; 710; 890 ","  "," 2 "," vase.1033-IMAGE.1.jpg "," vase.1033-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1034"," Karastoyanov, Ivan Anastasov "," Vignetted head and shoulder shot of a man ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," 1900.12.31 "," "," "," 880; 890 ","  "," 2 "," vase.1034-IMAGE.1.jpg "," vase.1034-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1035"," Karastoyanov, Dimitar Anastasov "," Portrait of two small children in white tunics ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," 1909 "," "," "," 290; 560; 590; 850; 890 ","  "," 2 "," vase.1035-IMAGE.1.jpg "," vase.1035-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1036"," Karastoyanov, Ivan Anastasov or  Karastoyanov, Dimitar Anastasov "," Woman in dark high-necked dress ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1880 "," 1886 "," 290; 560; 890 ","  "," 2 "," vase.1036-IMAGE.1.jpg "," vase.1036-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1037"," Karastoyanov, Dimitar Anastasov "," Group portrait of a woman and two young children ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," "," 1910 "," "," 290; 560; 570; 590; 850; 890 ","  "," 2 "," vase.1037-IMAGE.1.jpg "," vase.1037-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1038"," Karastoyanov, Dimitar Anastasov "," Two young children in white tunics ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," "," 1910 "," "," 290; 560; 590; 850; 890 ","  "," 2 "," vase.1038-IMAGE.1.jpg "," vase.1038-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1039"," Jovanović, Milan "," Wedding photograph ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," 1896 "," "," "," 292; 290; 560; 570; 580; 585; 590; 890 ","  "," 4 "," vase.1039-IMAGE.1.jpg "," vase.1039-IMAGE.2.jpg "," vase.1039-IMAGE.3.jpg "," vase.1039-IMAGE.4.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.104"," Karastoyanov, Ivan Anastasov "," Studio portrait of the Stoilov family ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," 1893 "," 156; 150; 290; 560; 565; 594; 590; 850; 640; 665; 660; 690; 890 ","  "," 2 "," vase.104-IMAGE.1.jpg "," vase.104-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1040"," Jovanović, Milan "," Serbian military officer with children ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," 1893 "," "," "," 290; 462; 460; 560; 570; 590; 700; 850; 890 ","  "," 2 "," vase.1040-IMAGE.1.jpg "," vase.1040-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1041"," Jovanović, Milan "," Studio portrait of a young couple ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," 1896 "," "," "," 290; 560; 570; 584; 580 ","  "," 2 "," vase.1041-IMAGE.1.jpg "," vase.1041-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1042"," Jovanović, Milan "," Studio portrait of Ljuba Stanojević's daughters ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1895 "," 1897 "," 290; 300; 536; 530; 545; 540; 551; 550; 554; 560; 590; 850; 890 ","  "," 2 "," vase.1042-IMAGE.1.jpg "," vase.1042-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1043"," Jovanović, Milan "," Studio portrait of an infant ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," 1893 "," "," "," 290; 850 ","  "," 2 "," vase.1043-IMAGE.1.jpg "," vase.1043-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1044"," Jovanović, Milan "," Portrait of a man and a woman ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1898 "," 1900 "," 290; 570; 580; 590; 890 ","  "," 2 "," vase.1044-IMAGE.1.jpg "," vase.1044-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1045"," Jovanović, Milan "," Studio photograph of Djina Lunjevica ","Photograph","Malvern","Creative Commons [CC BY-NC-ND 3.0]"," 1902 "," "," "," 290; 300; 453; 450; 551; 550; 560; 614; 610 ","  "," 2 "," vase.1045-IMAGE.1.jpg "," vase.1045-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1046"," Jovanović, Milan "," Studio portrait of Zorka Vlajić ","Photograph","Promenade","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1902 "," 290; 300; 462; 460; 551; 550; 560; 741; 740; 748; 890 ","  "," 2 "," vase.1046-IMAGE.1.jpg "," vase.1046-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1047"," Jovanović, Milan "," Studio portrait of Milan A. Medović ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," 1889 "," "," "," 292; 290; 411; 410; 551; 550; 554; 714; 710; 814; 810; 870; 890 ","  "," 2 "," vase.1047-IMAGE.1.jpg "," vase.1047-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1048"," Jovanović, Milan "," Studio portrait of Dušan M. Spasić ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," "," 1898 "," 1900 "," 292; 290; 411; 410; 431; 430; 551; 550; 554; 645; 640; 714; 710; 890 ","  "," 2 "," vase.1048-IMAGE.1.jpg "," vase.1048-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1049"," Jovanović, Milan "," Studio portrait of a boy ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1896 "," 1903 "," 186; 180; 292; 290; 858; 850 ","  "," 2 "," vase.1049-IMAGE.1.jpg "," vase.1049-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.105"," Karastoyanov, Ivan Anastasov "," Portrait of a child ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," 1898 "," 290; 551; 550; 560; 640; 690; 850; 890 ","  "," 2 "," vase.105-IMAGE.1.jpg "," vase.105-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1050"," Jovanović, Milan "," Studio portrait of Jovan Cvijić ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1896 "," 1903 "," 130; 214; 210; 291; 290; 431; 430; 551; 550; 823; 820; 814; 810; 870 ","  "," 2 "," vase.1050-IMAGE.1.jpg "," vase.1050-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1051"," Jovanović, Milan "," Studio portrait of a woman in a white dress ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," "," 1898 "," 1900 "," 290; 300; 562; 560; 890 ","  "," 2 "," vase.1051-IMAGE.1.jpg "," vase.1051-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1052"," Jovanović, Milan "," Captain V.J. Ristić and Lieutenant M. Dj. Djordjević ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," 1902 "," "," "," 290; 551; 550; 560; 701; 700; 890 ","  "," 2 "," vase.1052-IMAGE.1.jpg "," vase.1052-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1053"," Jovanović, Milan "," Studio portrait of Milena and Kosta Popović ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1896 "," 1903 "," 290; 292; 300; 411; 410; 462; 460; 551; 550; 554; 560; 701; 700; 890 ","  "," 2 "," vase.1053-IMAGE.1.jpg "," vase.1053-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.1054"," Jovanović, Milan "," Head shot of painter Ana Marinković ","Photograph","Imperial","Creative Commons [CC BY-NC-ND 3.0]"," "," 1903 "," 1904 "," 290; 516; 510; 5311; 530; 543; 540; 551; 550; 554; 560 ","  "," 2 "," vase.1054-IMAGE.1.jpg "," vase.1054-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
